Zona;Sexo;Edad;Relacion;Estado Civil;Lugar 5 años;Pueblo;Seguro Salud;Embarazo;Leer y Escribir;Sum y Mul;Nivel edu;Matricula;Prox Nivel ed;Ocupacion
1;2;14;3;1;1;2;1;3;1;1;42;1;42;0
1;2;8;3;1;1;2;1;0;1;1;41;1;41;0
1;1;38;1;2;1;2;2;0;1;1;72;2;0;1
1;2;37;2;2;1;2;2;2;2;1;21;2;0;0
1;2;18;3;1;1;2;2;3;1;1;42;1;42;0
1;1;18;3;1;1;2;2;0;1;1;42;2;0;0
1;2;16;3;1;1;2;2;3;1;1;42;1;42;0
1;2;14;3;1;1;2;2;3;1;1;42;1;42;0
1;1;74;1;2;1;1;6;0;1;1;23;2;0;4
1;2;74;2;2;1;1;6;0;2;1;21;2;0;3
1;1;45;1;2;1;2;6;0;1;1;21;2;0;1
1;2;39;2;2;1;2;6;2;1;1;31;2;0;3
1;2;21;3;1;1;2;6;3;1;1;72;1;72;0
1;2;18;3;1;1;2;6;3;1;1;42;1;42;0
1;2;16;3;1;1;2;6;3;1;1;42;1;42;0
1;2;46;1;5;1;2;6;2;1;1;23;2;0;3
1;1;22;3;1;1;2;2;0;1;1;72;1;72;0
1;2;20;3;1;1;2;2;3;1;1;42;1;72;0
1;1;65;1;2;1;2;2;0;1;1;72;2;0;1
1;2;56;2;2;1;2;4;0;1;1;72;2;0;0
1;1;32;3;1;1;2;4;0;1;1;72;2;0;1
1;2;81;7;2;1;2;4;0;1;1;32;2;0;0
1;2;25;12;1;1;2;1;3;1;1;32;2;0;8
1;1;46;1;2;1;2;2;0;1;1;72;2;0;1
1;2;42;2;2;1;2;2;2;1;1;32;2;0;0
1;2;20;3;1;1;2;4;3;1;1;72;1;72;0
1;1;14;3;1;1;2;4;0;1;1;42;1;42;0
1;2;3;3;1;4;2;4;0;0;0;0;0;0;0
1;1;46;1;2;1;2;2;0;1;1;72;2;0;1
1;2;47;2;2;1;2;2;2;1;1;72;2;0;1
1;1;25;3;1;1;2;6;0;1;1;72;1;72;0
1;2;23;3;1;1;2;2;3;1;1;72;2;0;0
1;1;20;3;1;1;2;2;0;1;1;72;1;72;0
1;1;78;8;2;1;2;2;0;1;1;23;2;0;0
1;2;79;8;2;1;2;2;0;1;1;23;2;0;0
1;1;77;1;2;1;2;2;0;1;1;72;2;0;0
1;2;76;2;2;1;2;2;0;1;1;23;2;0;0
1;1;20;9;1;1;2;4;0;1;1;72;1;72;0
1;1;34;1;2;1;2;2;0;1;1;72;2;0;1
1;2;30;2;2;1;2;2;2;1;1;77;2;0;0
1;1;3;3;1;4;2;2;0;0;0;0;0;0;0
1;2;1;3;1;4;2;2;0;0;0;0;0;0;0
1;1;36;1;2;1;2;4;0;1;1;72;1;72;4
1;2;40;2;2;1;2;6;2;1;1;72;2;0;3
1;1;9;3;1;1;2;6;0;1;1;41;1;41;0
1;1;7;3;1;1;2;6;0;1;1;41;1;41;0
1;1;41;1;2;1;2;2;0;1;1;72;2;0;1
1;2;40;2;2;1;2;2;2;1;1;72;2;0;1
1;2;18;3;1;1;2;2;3;1;1;42;1;72;0
1;1;62;1;2;1;2;2;0;1;1;79;2;0;1
1;2;58;2;2;1;2;2;0;1;1;32;2;0;0
1;2;26;3;1;1;2;2;3;1;1;72;1;72;0
1;1;25;3;1;1;2;2;0;1;1;72;1;72;0
1;2;50;1;2;1;2;1;2;1;1;32;2;0;3
1;1;52;2;2;1;2;1;0;1;1;22;2;0;4
1;2;6;3;1;1;2;6;0;1;1;13;1;41;0
1;1;17;3;1;1;2;1;0;1;1;42;1;42;0
1;1;50;1;2;1;2;1;0;1;1;23;2;0;1
1;2;42;2;2;1;2;6;2;1;1;77;2;0;0
1;2;21;3;1;1;2;6;3;1;1;72;1;72;0
1;2;17;3;1;1;2;6;3;1;1;42;1;42;0
1;2;15;3;1;1;2;6;3;1;1;42;1;42;0
1;1;12;3;1;1;2;6;0;1;1;41;1;42;0
1;1;60;1;2;1;2;2;0;1;1;72;2;0;1
1;2;51;2;2;1;2;2;0;1;1;23;2;0;0
1;1;22;3;1;1;2;2;0;1;1;72;1;72;0
1;1;20;3;1;1;2;2;0;1;1;72;1;72;0
1;1;17;3;1;1;2;2;0;1;1;42;1;42;0
1;1;14;3;1;1;2;2;0;1;1;42;1;42;0
1;1;43;1;2;1;2;6;0;1;1;23;2;0;3
1;2;44;2;2;1;2;6;2;1;1;23;2;0;8
1;1;23;3;2;1;2;6;0;1;1;77;2;0;3
1;2;20;3;1;1;2;6;2;1;1;77;2;0;0
1;2;23;5;2;1;2;6;3;1;1;77;2;0;0
1;2;1;9;1;4;2;6;0;0;0;0;0;0;0
1;2;1;9;1;4;2;6;0;0;0;0;0;0;0
1;1;44;1;2;1;2;1;0;1;1;22;2;0;3
1;2;42;2;2;1;2;1;2;1;1;22;2;0;3
1;1;16;3;1;1;2;1;0;1;1;42;1;42;0
1;2;10;3;1;1;2;1;0;1;1;41;1;41;0
1;1;9;9;1;1;2;1;0;1;1;41;1;41;0
1;2;65;1;4;1;1;6;0;1;1;22;2;0;3
1;1;34;1;3;1;1;6;0;1;1;72;2;0;1
1;2;35;2;3;1;1;6;2;1;1;77;2;0;0
1;2;8;3;1;1;1;6;0;1;1;41;1;41;0
1;2;5;3;1;1;1;6;0;2;2;13;1;13;0
1;1;82;1;6;1;1;2;0;1;1;21;2;0;0
1;1;35;1;3;1;1;6;0;1;1;23;2;0;1
1;2;34;2;3;1;1;6;2;1;1;23;2;0;8
1;2;15;3;1;1;1;6;3;1;1;42;1;42;0
1;1;8;3;1;1;1;6;0;1;1;41;1;41;0
1;1;58;1;2;1;1;6;0;1;1;21;2;0;3
1;2;55;2;2;1;1;6;0;1;1;21;2;0;0
1;1;27;3;1;1;1;2;0;1;1;32;2;0;1
1;1;24;3;1;1;1;6;0;1;1;42;2;0;1
1;1;18;3;1;1;1;6;0;1;1;42;2;0;0
1;1;52;1;2;1;1;2;0;1;1;32;2;0;1
1;2;48;2;2;1;1;2;2;1;1;32;2;0;0
1;1;22;3;1;1;1;2;0;1;1;72;1;72;0
1;2;20;3;1;1;1;2;3;1;1;72;1;72;0
1;1;55;1;2;1;1;6;0;1;1;32;2;0;4
1;2;33;2;2;1;1;6;2;1;1;32;2;0;4
1;1;10;3;1;1;1;6;0;1;1;41;1;41;0
1;2;8;3;1;1;1;6;0;1;1;41;1;41;0
1;1;57;1;2;1;2;6;0;1;1;22;2;0;3
1;2;47;2;2;1;2;6;2;1;1;22;2;0;3
1;1;29;3;1;1;2;6;0;1;1;32;2;0;6
1;1;25;3;1;1;2;6;0;1;1;63;1;63;0
1;2;16;4;1;1;2;6;3;1;1;42;1;42;6
1;2;39;1;1;1;1;2;2;1;1;77;2;0;1
1;1;41;1;5;1;1;6;0;1;1;32;1;72;3
1;1;25;1;3;1;1;6;0;1;1;31;2;0;3
1;2;27;2;3;1;1;6;2;1;1;32;2;0;1
1;2;6;4;1;1;1;6;0;2;2;13;1;13;0
1;1;46;1;2;1;1;6;0;1;1;23;2;0;1
1;2;45;2;2;1;1;6;2;1;1;23;2;0;3
1;2;16;3;1;1;1;6;3;1;1;42;1;42;0
1;1;14;3;1;1;1;6;0;1;1;41;1;42;0
1;1;68;1;2;1;2;6;0;1;1;77;2;0;0
1;2;63;2;2;1;2;6;0;1;1;23;2;0;0
1;1;16;3;1;1;2;6;0;1;1;42;1;42;0
1;2;53;1;2;1;2;2;0;1;1;23;2;0;1
1;2;30;3;1;1;2;6;3;1;1;72;1;72;0
1;2;26;3;1;1;2;6;3;1;1;72;1;72;0
1;2;14;3;1;1;2;6;3;1;1;42;1;42;0
1;2;52;1;6;1;2;5;0;1;1;77;2;0;1
1;1;25;3;4;1;2;5;0;1;1;42;1;72;0
1;2;4;9;1;4;2;5;0;2;2;11;1;13;0
1;1;43;1;1;1;2;2;0;1;1;72;2;0;1
1;1;47;1;2;1;2;2;0;1;1;23;2;0;1
1;2;51;2;2;1;2;2;0;1;1;77;2;0;0
1;1;11;3;1;1;2;2;0;1;1;41;1;41;0
1;1;57;1;2;1;2;6;0;1;1;71;2;0;3
1;2;56;2;2;1;2;6;0;1;1;23;2;0;0
1;2;38;3;1;1;2;6;3;1;1;72;2;0;3
1;1;36;3;1;1;2;6;0;1;1;72;2;0;0
1;2;34;3;1;1;2;6;3;1;1;72;2;0;1
1;2;30;3;1;1;2;6;3;1;1;72;2;0;0
1;2;15;3;1;1;2;6;3;1;1;42;1;42;0
1;1;61;1;2;1;2;6;0;1;1;74;2;0;3
1;2;54;2;2;1;2;6;0;1;1;23;2;0;0
1;1;14;9;1;1;2;6;0;1;1;42;1;42;0
1;2;1;9;1;4;2;6;0;0;0;0;0;0;0
1;1;41;1;2;1;2;2;0;1;1;73;2;0;1
1;2;42;2;2;1;2;2;2;1;1;77;2;0;1
1;2;9;3;1;1;2;2;0;1;1;41;1;41;0
1;2;6;3;1;1;2;2;0;1;1;13;1;41;0
1;2;75;8;5;1;1;1;0;2;2;11;2;0;0
1;1;29;1;1;1;2;2;0;1;1;72;1;72;3
1;1;27;10;1;1;2;6;0;1;1;72;1;72;1
1;2;25;10;3;1;2;1;2;1;1;72;2;0;0
1;1;29;11;3;1;2;6;0;1;1;77;2;0;3
1;2;2;11;1;4;2;1;0;0;0;0;0;0;0
1;1;50;1;2;1;1;6;0;1;1;22;2;0;3
1;2;54;2;2;1;1;6;0;1;1;21;2;0;3
1;1;29;3;1;1;2;6;0;1;1;72;1;72;0
1;1;60;1;1;1;1;1;0;1;1;23;2;0;3
1;2;15;3;1;1;2;6;3;1;1;42;1;42;0
1;2;80;1;6;1;1;1;0;1;1;21;2;0;0
1;1;71;1;2;1;1;2;0;1;1;72;2;0;0
1;2;66;2;2;1;1;2;0;1;1;21;2;0;3
1;1;43;3;1;1;2;6;0;1;1;72;2;0;3
1;2;29;3;1;1;2;6;3;1;1;74;1;74;1
1;2;44;3;5;1;2;2;2;1;1;74;2;0;1
1;1;23;9;1;1;2;1;0;1;1;72;1;72;3
1;2;34;1;3;1;2;1;1;1;1;77;2;0;1
1;1;50;1;2;1;1;6;0;1;1;31;2;0;1
1;2;47;2;2;1;1;1;2;1;1;31;2;0;3
1;1;21;3;1;1;1;6;0;1;1;78;1;78;0
1;2;17;3;1;1;1;1;3;1;1;42;1;42;6
1;2;58;1;4;1;2;1;0;1;1;22;2;0;0
1;2;30;3;1;1;2;1;2;1;1;77;2;0;1
1;2;2;9;1;4;2;1;0;0;0;0;0;0;0
1;1;25;3;1;1;2;6;0;1;1;42;2;0;1
1;2;23;3;1;1;2;6;2;1;1;42;2;0;1
1;1;4;9;1;4;2;1;0;2;2;11;2;0;0
1;1;50;1;2;1;2;6;0;1;1;81;2;0;3
1;2;55;2;2;1;1;6;0;1;1;23;2;0;3
1;1;31;3;1;1;2;6;0;1;1;32;2;0;6
1;1;40;1;2;1;1;2;0;1;1;79;2;0;1
1;2;32;2;2;1;1;2;2;1;1;32;2;0;3
1;1;14;3;1;1;2;2;0;1;1;42;1;42;0
1;2;8;3;1;1;2;2;0;1;1;41;1;41;0
1;2;26;1;4;1;2;1;2;1;1;71;2;0;0
1;2;1;3;1;4;2;1;0;0;0;0;0;0;0
1;1;23;1;1;1;2;6;0;1;1;72;1;72;1
1;2;30;1;1;1;2;2;2;1;1;72;2;0;1
1;1;2;3;1;4;2;2;0;0;0;0;0;0;0
1;1;31;1;4;1;1;6;0;1;1;32;2;0;3
1;2;11;3;1;1;2;2;0;1;1;41;1;41;0
1;2;5;3;1;1;2;6;0;2;2;11;1;13;0
1;1;34;1;3;1;1;6;0;1;1;32;2;0;3
1;2;34;2;3;1;1;6;2;1;1;32;2;0;0
1;1;12;3;1;1;1;6;0;1;1;41;1;41;0
1;1;7;3;1;1;1;6;0;1;1;13;1;41;0
1;2;1;3;1;4;1;1;0;0;0;0;0;0;0
1;1;54;1;2;1;1;2;0;1;1;23;2;0;5
1;2;49;2;2;1;1;6;2;1;1;23;2;0;3
1;2;27;3;1;1;2;2;3;1;1;74;1;74;1
1;1;23;3;1;1;2;6;0;1;1;72;1;72;1
1;1;14;3;1;1;2;6;0;1;1;41;1;42;0
1;1;58;1;2;1;1;2;0;1;1;72;2;0;1
1;2;50;2;2;1;1;6;2;1;1;23;2;0;3
1;1;25;3;1;1;2;6;0;1;1;32;2;0;1
1;1;23;3;1;1;1;6;0;1;1;72;1;72;0
1;1;31;1;2;1;1;2;0;1;1;32;2;0;1
1;2;31;2;2;1;1;2;2;1;1;23;2;0;3
1;2;15;3;1;1;2;6;3;1;1;42;1;42;6
1;2;7;3;1;1;2;2;0;1;1;41;1;41;6
1;1;27;1;1;1;2;6;0;1;1;32;2;0;3
1;1;22;1;3;1;1;6;0;1;1;63;1;63;1
1;2;25;2;3;1;1;6;2;1;1;72;1;72;3
1;1;1;3;1;4;2;1;0;0;0;0;0;0;0
1;1;36;1;3;1;1;2;0;1;1;72;2;0;1
1;2;31;2;3;1;1;6;2;1;1;32;2;0;0
1;2;2;3;1;4;2;1;0;0;0;0;0;0;0
1;2;56;1;6;1;1;6;0;1;1;22;2;0;3
1;1;32;3;1;1;2;2;0;1;1;32;1;77;1
1;2;20;3;1;1;2;6;3;1;1;42;1;72;0
1;1;17;3;1;1;2;6;0;1;1;42;1;42;0
1;2;46;1;6;1;1;6;2;1;1;21;2;0;3
1;2;23;3;1;1;2;6;3;1;1;72;1;72;1
1;2;21;3;1;1;2;6;3;1;1;72;1;72;1
1;2;38;1;2;1;2;6;2;1;1;32;2;0;3
1;1;19;3;1;1;2;6;0;1;1;42;1;72;0
1;2;18;3;1;1;2;6;1;1;1;42;2;0;0
1;2;13;3;1;1;2;6;3;1;1;42;1;42;0
1;2;3;3;1;4;2;6;0;0;0;0;0;0;0
1;1;34;1;3;1;1;6;0;1;1;32;2;0;1
1;2;32;2;3;1;1;6;2;1;1;32;2;0;0
1;2;12;3;1;1;1;6;0;1;1;41;1;41;0
1;1;6;3;1;1;1;6;0;2;2;13;1;13;0
1;1;27;1;3;1;2;6;0;1;1;77;2;0;3
1;2;21;2;3;1;1;1;2;1;1;42;2;0;0
1;2;4;3;1;4;1;6;0;2;2;11;1;13;0
1;1;2;3;1;4;2;1;0;0;0;0;0;0;0
1;2;39;1;2;1;1;6;2;1;1;31;2;0;3
1;1;39;2;2;1;1;6;0;1;1;32;2;0;3
1;2;17;3;1;1;1;6;3;1;1;42;1;42;0
1;1;14;3;1;1;1;6;0;1;1;42;1;42;0
1;1;8;3;1;1;1;6;0;1;1;41;1;41;0
1;2;39;1;2;1;1;6;2;1;1;32;2;0;3
1;1;42;2;2;1;1;6;0;1;1;23;2;0;3
1;1;17;3;1;1;1;6;0;1;1;42;1;42;0
1;1;15;3;1;1;1;6;0;1;1;42;1;42;0
1;2;10;3;1;1;1;6;0;1;1;41;1;41;0
1;1;50;1;2;1;2;6;0;1;1;22;2;0;1
1;2;38;2;2;1;2;1;2;1;1;32;2;0;1
1;1;18;3;1;1;2;1;0;1;1;42;1;42;0
1;2;13;3;1;1;2;6;3;1;1;41;1;42;0
1;2;11;3;1;1;2;6;0;1;1;41;1;41;0
1;2;65;1;6;1;1;1;0;1;1;21;2;0;3
1;1;45;1;2;1;1;2;0;1;1;23;2;0;1
1;2;37;2;2;1;2;2;2;1;1;32;1;81;0
1;2;9;3;1;1;2;2;0;1;1;41;1;41;0
1;1;4;3;1;4;2;2;0;2;2;11;1;13;0
1;2;48;1;2;1;1;2;3;1;1;23;2;0;8
1;1;50;2;2;1;1;2;0;1;1;72;2;0;1
1;1;28;3;1;1;2;2;0;1;1;72;1;72;1
1;1;26;3;1;1;2;6;0;1;1;74;1;74;1
1;1;48;1;2;1;1;6;0;1;1;23;2;0;3
1;2;43;2;2;1;1;6;2;1;1;23;2;0;0
1;2;19;3;1;1;1;6;3;1;1;42;1;72;0
1;2;6;3;1;1;1;6;0;2;2;13;1;13;0
1;2;47;1;1;1;2;6;2;1;1;23;2;0;0
1;1;30;1;3;1;2;1;0;1;1;32;2;0;1
1;2;29;2;3;3;2;1;2;1;1;32;2;0;0
1;2;5;3;1;1;2;1;0;2;2;11;2;0;0
1;1;0;3;1;4;2;1;0;0;0;0;0;0;0
1;1;23;6;1;1;2;6;0;1;1;72;1;72;1
1;1;33;1;2;1;1;6;0;1;1;77;2;0;3
1;2;31;2;2;1;1;1;2;1;1;77;2;0;3
1;2;10;3;1;1;1;6;0;1;1;41;1;41;0
1;1;4;3;1;4;1;1;0;2;2;11;2;0;0
1;1;36;1;2;1;1;6;0;1;1;72;2;0;4
1;2;32;2;2;1;1;2;3;1;1;72;2;0;1
1;1;73;1;2;1;2;2;0;1;1;74;2;0;1
1;2;63;2;2;1;2;1;0;1;1;71;2;0;0
1;2;32;1;2;1;2;2;2;1;1;77;2;0;0
1;1;36;2;2;1;2;2;0;1;1;77;2;0;1
1;1;10;3;1;1;2;2;0;1;1;41;1;41;0
1;1;4;3;1;4;2;2;0;2;2;11;1;13;0
1;1;75;1;2;1;2;2;0;1;1;72;2;0;0
1;2;73;2;2;1;2;2;0;1;1;72;2;0;0
1;1;42;1;2;1;2;2;0;1;1;72;2;0;1
1;2;40;2;2;1;2;2;3;1;1;72;2;0;1
1;1;54;1;4;1;1;6;0;1;1;72;2;0;1
1;1;41;1;2;1;2;2;0;1;1;72;2;0;1
1;2;39;2;2;1;2;2;3;1;1;72;2;0;1
1;1;42;1;2;1;2;2;0;1;1;72;2;0;2
1;2;45;2;2;1;2;2;2;1;1;75;2;0;1
1;1;9;3;1;1;2;2;0;1;1;41;1;41;0
1;2;5;3;1;1;2;2;0;2;2;13;1;13;0
1;2;76;1;6;1;2;6;0;1;1;71;2;0;0
1;2;50;3;1;1;2;2;2;1;1;72;2;0;1
1;1;35;9;1;1;2;6;0;1;1;72;2;0;0
1;1;80;1;2;1;1;6;0;1;1;72;2;0;0
1;2;71;2;2;1;2;2;0;1;1;72;2;0;0
1;1;82;1;2;1;2;2;0;1;1;72;2;0;0
1;2;64;2;2;1;2;2;0;1;1;72;2;0;1
1;1;64;1;2;1;1;6;0;1;1;23;2;0;8
1;2;57;2;2;1;2;6;0;1;1;23;2;0;0
1;1;23;3;1;1;1;2;0;1;1;42;2;0;1
1;1;21;3;1;1;1;6;0;1;1;72;1;72;0
1;1;52;1;2;1;2;2;0;1;1;72;2;0;1
1;2;45;2;2;1;2;2;2;1;1;72;2;0;0
1;2;11;3;1;1;2;2;0;1;1;41;1;41;0
1;1;43;1;2;1;2;6;0;1;1;23;2;0;3
1;2;44;2;2;1;2;6;2;1;1;23;2;0;1
1;1;22;3;1;1;2;2;0;1;1;42;1;72;0
1;1;14;3;1;1;2;6;0;1;1;42;1;42;0
1;2;11;3;1;1;2;6;0;1;1;41;1;41;0
1;1;58;1;2;1;2;2;0;1;1;72;2;0;1
1;2;48;2;2;1;2;2;2;1;1;74;2;0;1
1;1;17;3;1;1;2;2;0;1;1;42;1;42;0
1;1;16;3;1;1;2;2;0;1;1;42;1;42;0
1;2;84;1;6;1;2;2;0;1;1;23;2;0;0
1;1;64;3;5;1;2;1;0;1;1;23;2;0;4
1;1;48;3;1;1;2;6;0;1;1;72;2;0;1
1;2;21;9;1;1;2;2;3;1;1;72;1;72;0
1;1;18;9;1;1;2;6;0;1;1;42;1;72;0
1;1;54;1;2;1;2;2;0;1;1;77;2;0;1
1;2;52;2;2;1;2;2;0;1;1;21;2;0;3
1;2;22;3;1;1;2;2;3;1;1;72;1;72;6
1;2;21;3;1;1;2;2;3;1;1;77;1;77;6
1;2;15;3;1;1;2;2;3;2;2;65;1;65;0
1;1;39;1;2;1;2;6;0;1;1;32;2;0;4
1;2;37;2;2;1;2;6;2;1;1;72;2;0;3
1;1;12;3;1;1;2;6;0;1;1;41;1;41;0
1;1;10;3;1;1;2;6;0;1;1;41;1;41;0
1;2;4;3;1;4;2;6;0;2;2;11;1;13;0
1;1;30;1;3;1;1;1;0;1;1;63;1;63;1
1;2;21;2;3;1;2;1;2;1;1;42;2;0;0
1;2;0;3;1;4;2;1;0;0;0;0;0;0;0
1;1;26;1;1;1;1;2;0;1;1;72;1;72;1
1;2;21;10;1;1;1;6;3;1;1;77;2;0;1
1;2;16;10;1;1;1;6;3;1;1;42;1;42;0
1;1;56;1;2;1;1;2;0;1;1;79;2;0;1
1;2;54;2;2;1;2;1;0;1;1;22;2;0;0
1;2;21;3;1;1;2;1;3;1;1;72;1;72;0
1;1;19;3;1;1;2;1;0;1;1;42;1;42;0
1;1;9;9;1;2;2;6;0;1;1;41;1;41;0
1;2;82;1;6;1;1;6;0;2;1;11;2;0;0
1;2;64;1;1;1;2;6;0;1;1;22;2;0;3
1;1;28;1;3;1;2;6;0;1;1;77;2;0;1
1;2;23;2;3;1;2;1;2;1;1;42;2;0;0
1;1;3;3;1;4;2;1;0;0;0;0;0;0;0
1;1;0;3;1;4;2;1;0;0;0;0;0;0;0
1;2;69;1;4;1;2;2;0;1;1;21;2;0;0
1;2;42;3;5;1;2;1;2;1;1;72;2;0;1
1;1;22;9;1;1;2;6;0;1;1;77;1;77;0
1;1;12;9;1;1;2;6;0;1;1;41;1;42;0
1;1;27;3;5;1;2;2;0;1;1;72;2;0;1
1;2;3;9;1;4;2;2;0;0;0;0;0;0;0
1;1;44;1;2;1;2;1;0;1;1;32;2;0;3
1;2;46;2;2;1;2;1;2;1;1;23;2;0;8
1;1;22;3;1;1;2;1;0;1;1;42;2;0;1
1;1;16;3;1;1;2;1;0;1;1;42;1;42;0
1;1;12;3;1;1;2;1;0;1;1;41;1;42;0
1;1;4;3;1;4;2;1;0;2;2;11;2;0;0
1;1;68;1;2;1;1;1;0;1;1;21;2;0;3
1;2;63;2;2;1;1;1;0;1;1;21;2;0;0
1;2;26;3;4;1;2;1;2;1;1;77;2;0;0
1;1;6;9;1;1;2;6;0;2;2;11;1;13;0
1;1;23;3;1;1;1;6;0;1;1;77;1;77;0
1;1;54;1;2;1;2;2;0;1;1;74;2;0;1
1;2;49;2;2;1;2;2;2;1;1;32;2;0;0
1;1;23;3;1;1;2;4;0;1;1;72;2;0;1
1;2;17;3;1;1;2;4;3;1;1;42;1;42;0
1;2;72;1;2;1;2;1;0;1;1;31;2;0;3
1;1;78;2;2;1;2;1;0;1;1;22;2;0;0
1;1;51;3;1;1;2;1;0;1;1;22;2;0;1
1;1;57;1;2;1;1;2;0;1;1;72;1;73;1
1;2;54;2;2;1;2;2;0;1;1;72;2;0;1
1;1;21;3;1;1;2;1;0;1;1;72;1;72;0
1;2;16;3;1;1;2;2;3;1;1;42;1;42;0
1;1;44;1;2;1;2;6;0;1;1;72;2;0;3
1;2;46;2;2;1;1;6;2;1;1;22;2;0;8
1;2;20;3;1;1;2;6;3;1;1;42;1;72;0
1;1;16;3;1;1;2;6;0;1;1;42;1;42;0
1;2;28;1;1;1;2;1;3;1;1;62;2;0;3
1;2;50;7;4;1;1;2;2;1;1;21;2;0;1
1;1;59;1;2;1;2;2;0;1;1;72;2;0;1
1;2;39;2;2;1;2;6;2;1;1;72;2;0;3
1;2;20;3;1;1;2;1;3;1;1;42;1;72;3
1;2;15;3;1;1;2;1;3;1;1;42;1;42;0
1;2;44;1;2;1;2;2;2;1;1;72;2;0;3
1;1;48;2;2;1;2;1;0;1;1;23;2;0;0
1;1;27;3;1;1;2;2;0;1;1;72;2;0;1
1;1;26;3;1;1;2;1;0;1;1;72;1;72;0
1;1;20;3;1;1;2;2;0;1;1;72;1;72;0
1;1;64;1;2;1;2;6;0;1;1;23;2;0;3
1;2;58;2;2;1;2;6;0;1;1;23;2;0;3
1;2;24;3;1;1;2;6;3;1;1;72;1;72;0
1;1;65;1;2;1;1;2;0;1;1;79;2;0;0
1;2;65;2;2;1;2;2;0;1;1;23;2;0;0
1;2;38;3;1;1;2;4;3;1;1;72;2;0;3
1;2;33;3;1;1;2;6;3;1;1;72;2;0;3
1;1;39;1;2;1;2;1;0;1;1;32;2;0;1
1;2;33;2;2;1;2;1;2;1;1;32;2;0;8
1;2;9;3;1;1;2;1;0;1;1;41;1;41;0
1;1;7;3;1;1;2;1;0;2;2;13;1;41;0
1;1;2;3;1;4;2;1;0;0;0;0;0;0;0
1;1;61;1;2;1;2;1;0;1;1;23;2;0;3
1;2;64;2;2;1;2;1;0;1;1;23;2;0;3
1;1;29;3;1;1;2;1;0;1;1;72;1;72;0
1;1;55;1;2;1;1;6;0;1;1;23;2;0;0
1;2;63;2;2;1;1;1;0;1;1;21;2;0;0
1;2;15;9;1;1;2;6;3;1;1;42;1;42;0
1;2;11;9;1;1;2;6;0;1;1;41;1;41;0
1;1;43;1;2;1;1;6;0;1;1;23;2;0;3
1;2;38;2;2;1;2;6;2;1;1;32;2;0;0
1;2;9;3;1;1;2;6;0;1;1;41;1;41;0
1;2;4;3;1;4;2;6;0;2;2;11;1;13;0
1;2;66;1;1;1;2;1;0;2;1;21;2;0;0
1;2;30;3;1;1;2;2;3;1;1;72;2;0;1
1;1;63;1;3;1;1;1;0;1;1;22;2;0;0
1;2;65;2;3;1;1;1;0;2;1;21;2;0;3
1;1;29;3;1;1;3;1;0;1;1;21;2;0;1
1;1;27;3;1;1;2;1;0;1;1;32;2;0;0
1;2;54;1;5;1;2;6;0;1;1;23;2;0;0
1;1;27;3;1;1;2;2;0;1;1;72;2;0;1
1;2;27;1;3;1;2;1;2;1;1;32;2;0;0
1;1;27;2;3;1;2;1;0;1;1;32;2;0;1
1;1;1;3;1;4;2;1;0;0;0;0;0;0;0
1;2;59;1;6;1;1;6;0;1;1;11;1;62;3
1;1;63;1;6;1;2;1;0;1;1;23;2;0;1
1;1;37;3;1;1;2;6;0;1;1;77;2;0;3
1;2;15;3;1;1;2;1;3;1;1;42;1;42;0
1;1;50;1;2;1;1;2;0;1;1;22;2;0;3
1;2;50;2;2;1;2;2;2;1;1;21;2;0;6
1;1;29;3;1;1;2;1;0;1;1;72;2;0;0
1;1;18;3;1;1;2;1;0;1;1;42;2;0;0
1;2;80;1;6;1;1;6;0;2;1;11;2;0;3
1;1;29;1;3;1;2;2;0;1;1;72;2;0;1
1;2;29;2;3;1;2;6;1;1;1;72;2;0;0
1;1;9;3;1;1;2;2;0;1;1;41;1;41;0
1;2;6;3;1;1;2;2;0;2;2;13;1;41;0
1;1;1;3;1;4;2;2;0;0;0;0;0;0;0
1;1;38;1;2;1;2;6;0;1;1;77;2;0;3
1;2;39;2;2;1;2;6;2;1;1;32;2;0;0
1;1;19;3;1;1;2;6;0;1;1;42;1;42;0
1;1;11;3;1;1;2;6;0;1;1;41;1;41;0
1;1;53;1;2;1;2;1;0;1;1;72;2;0;1
1;2;49;2;2;1;2;1;2;1;1;23;2;0;0
1;2;30;3;1;1;2;1;3;1;1;72;1;72;1
1;2;28;3;1;1;2;1;3;1;1;72;2;0;1
1;1;24;3;1;1;2;1;0;1;1;72;1;72;0
1;1;18;3;1;1;2;1;0;1;1;42;1;42;0
1;1;60;1;2;1;2;1;0;1;1;23;2;0;3
1;2;53;2;2;1;2;1;0;1;1;23;2;0;0
1;2;26;3;1;1;2;1;3;1;1;72;1;72;0
1;2;20;3;1;1;2;1;3;1;1;72;1;72;0
1;1;55;1;2;1;2;6;0;1;1;23;2;0;3
1;2;53;2;2;1;2;6;0;1;1;22;2;0;0
1;2;26;3;1;1;2;6;3;1;1;72;1;73;1
1;1;23;3;1;1;2;6;0;1;1;72;2;0;1
1;1;26;1;2;1;2;1;0;1;1;72;2;0;3
1;2;26;2;2;1;2;2;2;1;1;32;2;0;0
1;1;4;3;1;4;2;1;0;2;2;11;1;13;0
1;1;2;3;1;4;2;1;0;0;0;0;0;0;0
1;2;60;1;6;1;2;1;0;1;1;21;2;0;3
1;1;19;3;1;1;2;2;0;1;1;42;1;42;1
